SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
513397,VALLABH STEL,XD,Q,32.55,32.55,32.55,32.55,32.55,31.00,1,19,618.00,,INE457E01016,13-Nov-17,,
513401,ASHIANA ISP.,XD,Q,39.90,39.90,37.50,37.50,37.50,38.00,24,6016,228620.00,,INE587D01012,13-Nov-17,,
513403,PM TELELINN ,XT,Q,5.00,5.00,4.93,4.93,4.93,5.15,6,10,49.00,,INE092C01015,13-Nov-17,,
513414,SMPL        ,B ,Q,1.57,1.64,1.57,1.60,1.60,1.57,18,37425,60326.00,,INE215G01021,13-Nov-17,,
513418,SMFIL       ,XT,Q,0.55,0.55,0.55,0.55,0.55,0.57,1,450,247.00,,INE728B01032,13-Nov-17,,
513434,TATA METALIK,B ,Q,785.55,788.35,768.50,771.60,771.60,782.40,566,17977,13958458.00,,INE056C01010,13-Nov-17,,
513436,SHAH ALLOYS ,B ,Q,18.25,19.00,18.25,19.00,19.00,18.90,8,3174,59797.00,,INE640C01011,13-Nov-17,,
513446,MONNETISPA  ,B ,Q,33.60,33.60,32.25,32.40,32.60,32.60,202,35520,1169159.00,,INE743C01013,13-Nov-17,,
513456,KANISHK ST. ,XT,Q,9.00,9.00,8.98,8.98,8.98,9.45,4,4523,40619.00,,INE791E01018,13-Nov-17,,
513460,MAHALAXMI SM,Z ,Q,7.60,7.60,7.60,7.60,7.60,7.38,1,50,380.00,,INE257F01017,13-Nov-17,,
513488,SH.STEEL WIR,XT,Q,22.21,22.21,21.00,22.21,22.21,21.16,40,8145,178837.00,,INE387D01025,13-Nov-17,,
513509,KALYANI FORG,T ,Q,335.70,335.70,320.00,330.00,330.00,320.50,11,181,58367.00,,INE314G01014,13-Nov-17,,
513511,PANCH.STEEL ,XT,Q,82.70,82.70,74.90,77.25,79.00,78.80,114,19288,1548589.00,,INE798F01010,13-Nov-17,,
513513,ADITYA ISPAT,XD,Q,7.55,7.55,7.37,7.37,7.37,7.75,2,550,4143.00,,INE570B01012,13-Nov-17,,
513515,S.R.INDUS.  ,XT,Q,23.00,24.50,23.00,23.55,23.20,23.70,40,38510,915268.00,,INE329C01011,13-Nov-17,,
513517,STEELCAST   ,XC,Q,142.50,153.50,142.50,147.10,149.90,150.00,29,2280,336954.00,,INE124E01020,13-Nov-17,,
513519,PITTI LAMIN.,B ,Q,68.80,69.00,67.25,67.75,67.75,68.05,61,7209,490301.00,,INE450D01021,13-Nov-17,,
513528,GLITTEK GRAN,ST,Q,3.16,3.25,3.16,3.25,3.25,3.32,8,5786,18302.00,,INE741B01027,13-Nov-17,,
513532,PRADEEP MET.,XC,Q,74.00,79.95,73.00,78.45,79.00,74.20,148,58690,4459450.00,,INE770A01010,13-Nov-17,,
513534,VARDHMAN IND,XD,Q,16.90,18.10,14.30,14.30,14.30,17.85,405,179489,2683656.00,,INE458E01014,13-Nov-17,,
513536,GNRL        ,XC,Q,32.35,32.35,32.00,32.00,32.00,30.90,4,465,14915.00,,INE207H01018,13-Nov-17,,
513554,MAHA STEEL  ,B ,Q,63.10,63.10,62.10,62.85,63.00,64.50,30,1556,97493.00,,INE451L01014,13-Nov-17,,
513558,REAL STRIPS ,XD,Q,10.02,11.00,10.02,11.00,11.00,10.54,2,202,2026.00,,INE183B01014,13-Nov-17,,
513566,NOVA IRON&ST,XT,Q,13.50,14.70,13.50,14.28,14.70,14.00,24,4340,61117.00,,INE608C01026,13-Nov-17,,
513597,SURANA INDS ,B ,Q,3.00,3.18,2.89,2.93,2.93,2.90,21,2841,8458.00,,INE659D01019,13-Nov-17,,
513599,HIND.COPPER ,A ,Q,102.00,104.40,98.40,98.85,98.85,99.35,10457,1981121,200246555.00,,INE531E01026,13-Nov-17,,
513605,SRIPIPES    ,B ,Q,362.55,368.00,357.50,365.50,365.50,358.40,305,14288,5179200.00,,INE943C01027,13-Nov-17,,
513642,AXEL POLYMER,XT,Q,21.55,21.55,21.55,21.55,21.55,21.55,6,2228,48013.00,,INE197C01012,13-Nov-17,,
513683,NLCINDIA    ,A ,Q,98.75,102.30,98.75,99.50,99.50,99.20,1195,186797,18728292.00,,INE589A01014,13-Nov-17,,
513687,SPECTRA IND.,XD,Q,21.90,24.00,21.40,24.00,24.00,21.90,5,313,6706.00,,INE848B01012,13-Nov-17,,
513691,JMT AUTO LTD,B ,Q,5.40,5.96,5.40,5.69,5.69,5.68,713,783429,4436923.00,,INE988E01036,13-Nov-17,,
513693,KIC METALIKS,XC,Q,151.90,151.90,149.90,150.00,150.00,151.90,8,714,107297.00,,INE434C01019,13-Nov-17,,
513699,SOLID STONE ,XD,Q,93.75,98.00,93.75,98.00,98.00,95.00,5,3020,283206.00,,INE584G01012,13-Nov-17,,
513709,SHILP GRAVUR,XD,Q,142.00,142.00,131.15,133.80,135.95,138.60,129,6107,829288.00,,INE960A01017,13-Nov-17,,
513713,WHITEORG    ,XT,Q,90.00,92.50,88.25,92.35,92.50,88.10,113,19643,1807428.00,,INE146C01019,13-Nov-17,,
513723,HIMALAYA GR.,XD,Q,47.25,47.25,47.25,47.25,47.25,45.00,2,20,945.00,,INE464C01016,13-Nov-17,,
513729,ARO GRANITE ,B ,Q,70.80,71.80,68.20,68.25,68.25,68.55,110,10964,763161.00,,INE210C01013,13-Nov-17,,
514010,HIM.FIBRES  ,XD,Q,6.35,6.39,6.30,6.39,6.39,6.42,3,355,2259.00,,INE723D01021,13-Nov-17,,
514028,RAJKAMAL SYN,XT,Q,13.50,13.50,13.45,13.45,13.45,13.70,2,300,4045.00,,INE376L01013,13-Nov-17,,
514030,DEEPAK SPINN,XD,Q,88.50,88.50,86.25,86.30,86.25,88.15,18,4214,367223.00,,INE272C01013,13-Nov-17,,
514034,JBF IND.LTD ,B ,Q,228.75,258.70,228.75,246.20,246.20,226.35,2157,92310,22723915.00,,INE187A01017,13-Nov-17,,
514036,LOY.TEX MILL,XC,Q,682.00,710.00,681.00,681.05,681.05,681.15,5,100,68397.00,,INE970D01010,13-Nov-17,,
514043,HIMAT.SEIDE ,B ,Q,350.00,354.60,331.50,336.40,336.40,353.60,716,17250,5932611.00,,INE049A01027,13-Nov-17,,
514045,BSL LTD.    ,B ,Q,64.00,64.50,61.65,63.35,62.00,64.90,49,2671,169524.00,,INE594B01012,13-Nov-17,,
514087,PBM POLYTEX ,XD,Q,105.10,108.80,103.55,103.60,105.00,106.55,31,6854,717219.00,,INE501F01018,13-Nov-17,,
514113,ADHINATH TEX,XT,Q,4.32,4.76,4.32,4.76,4.76,4.54,2,81,350.00,,INE207C01019,13-Nov-17,,
514116,GUPTA SYNTH.,Z ,Q,3.02,3.02,3.02,3.02,3.02,3.17,1,5,15.00,,INE957D01017,13-Nov-17,,
514138,SURYALATA SP,XD,Q,141.00,151.00,140.15,140.80,140.50,142.70,15,869,124420.00,,INE132C01027,13-Nov-17,,
514140,SURYAVA SPIN,XD,Q,7.00,7.00,6.65,6.80,6.80,7.00,11,2365,16073.00,,INE431C01023,13-Nov-17,,
514142,TT LTD.     ,B ,Q,73.05,73.05,70.05,70.05,70.05,71.20,26,1799,129114.00,,INE592B01016,13-Nov-17,,
514144,UNIWORTH LTD,XT,Q,0.59,0.59,0.57,0.57,0.57,0.57,2,50,28.00,,INE207A01013,13-Nov-17,,
514162,WELSPUN (I) ,A ,Q,67.90,68.30,66.35,66.60,66.60,67.90,478,90802,6095176.00,,INE192B01031,13-Nov-17,,
514165,IND.ACRYLICS,XC,Q,14.45,14.75,14.45,14.56,14.56,14.44,90,71585,1043078.00,,INE862B01013,13-Nov-17,,
514167,GANESH ECOSP,B ,Q,379.90,379.90,362.10,366.95,364.90,373.60,30,367,135840.00,,INE845D01014,13-Nov-17,,
514171,CEETA IND.  ,XT,Q,10.45,10.45,10.45,10.45,10.45,11.00,1,1000,10450.00,,INE760J01012,13-Nov-17,,
514175,VARDHMAN POL,B ,Q,34.45,35.45,34.45,34.55,34.55,34.75,35,4837,167879.00,,INE835A01011,13-Nov-17,,
514183,BLA ROS IND ,XC,Q,40.35,41.20,37.75,38.25,38.25,40.20,316,75201,2971876.00,,INE761G01016,13-Nov-17,,
514197,ST CORP     ,XT,Q,92.95,92.95,92.95,92.95,92.95,97.80,1,2,185.00,,INE110Q01015,13-Nov-17,,
514211,SUMEET INDS.,B ,Q,32.75,33.00,32.25,32.50,32.50,32.65,247,65310,2134355.00,,INE235C01010,13-Nov-17,,
514215,BINNY LTD.  ,Z ,Q,195.00,198.00,195.00,195.30,196.00,199.80,19,1210,236512.00,,INE118K01011,13-Nov-17,,
514234,SANGAM INDIA,B ,Q,193.70,196.00,186.50,189.80,186.50,190.85,63,860,165782.00,,INE495C01010,13-Nov-17,,
514240,KUSHIND     ,XT,Q,0.83,0.83,0.83,0.83,0.83,0.87,1,200,166.00,,INE979D01011,13-Nov-17,,
514264,SEASONS TEXT,XD,Q,13.30,14.95,13.30,13.52,13.52,14.85,9,2352,33112.00,,INE707B01010,13-Nov-17,,
514266,ZENITH FIBRE,XT,Q,118.00,119.00,114.95,118.95,118.95,120.95,34,3313,388120.00,,INE106C01013,13-Nov-17,,
514272,BHILWARA SP.,XD,Q,7.77,7.77,7.77,7.77,7.77,8.00,3,300,2331.00,,INE436C01014,13-Nov-17,,
514274,AARVEE DENIM,T ,Q,43.00,44.90,43.00,43.65,44.50,44.45,37,8370,364776.00,,INE273D01019,13-Nov-17,,
514286,ASHIMA LTD. ,B ,Q,35.40,35.40,31.50,32.45,32.45,34.60,1467,463108,15191928.00,,INE440A01010,13-Nov-17,,
514300,PIONEER EMB ,B ,Q,36.80,36.95,36.00,36.10,36.00,36.25,29,11433,420508.00,,INE156C01018,13-Nov-17,,
514302,VIPPY SPIN. ,XD,Q,45.00,45.80,45.00,45.80,45.80,45.60,10,2190,99637.00,,INE660D01017,13-Nov-17,,
514312,JAY HIND SYN,XT,Q,2.00,2.03,1.93,1.93,1.93,2.03,10,2000,3874.00,,INE156E01014,13-Nov-17,,
514316,RAGHUVIR SYN,XT,Q,118.25,119.20,118.25,118.25,118.25,124.45,8,4183,494809.00,,INE969C01014,13-Nov-17,,
514318,JATTAINDUS  ,P ,Q,49.65,49.65,45.15,49.65,49.65,47.50,9,1400,69060.00,,INE722N01014,13-Nov-17,,
514322,KAMADGIRI   ,XD,Q,95.50,103.00,89.10,99.15,98.05,91.85,182,20032,2001507.00,,INE535C01013,13-Nov-17,,
514324,OMNITEX IND.,XT,Q,19.00,19.00,19.00,19.00,19.00,20.00,2,100,1900.00,,INE814D01010,13-Nov-17,,
514326,PATSPIN INDI,B ,Q,34.70,40.50,34.10,39.10,39.10,33.75,985,175937,6780284.00,,INE790C01014,13-Nov-17,,
514330,OVERSEAS SYN,XD,Q,8.10,8.10,8.10,8.10,8.10,8.10,10,4000,32400.00,,INE670O01013,13-Nov-17,,
514354,PREMIER POLY,B ,Q,40.30,40.35,39.10,39.30,39.10,40.95,12,945,37333.00,,INE309M01012,13-Nov-17,,
514358,EVERLON SYN.,XD,Q,16.85,16.85,16.20,16.20,16.20,16.05,2,163,2714.00,,INE339D01034,13-Nov-17,,
514366,CITIZEN YARN,XT,Q,0.37,0.37,0.36,0.37,0.36,0.37,14,22500,8265.00,,INE940P01025,13-Nov-17,,
514394,AJIL        ,XC,Q,59.00,59.45,53.35,55.00,55.00,56.40,16,1128,63681.00,,INE022N01019,13-Nov-17,,
514400,GARWARE SYN.,XD,Q,8.25,8.25,8.25,8.25,8.25,7.86,1,10,82.00,,INE340D01016,13-Nov-17,,
514412,SARUPINDUS  ,XD,Q,68.50,74.95,68.50,72.75,72.75,72.10,12,415,28570.00,,INE305D01019,13-Nov-17,,
514418,MANORG      ,XD,Q,111.05,119.80,111.05,117.25,118.90,110.00,110,14255,1654071.00,,INE370D01013,13-Nov-17,,
514428,HINDU.ADHESI,XD,Q,81.50,82.25,73.05,75.20,75.90,85.15,117,9958,776342.00,,INE074C01013,13-Nov-17,,
514442,SRI KPR IND ,XT,Q,25.05,27.00,25.05,25.15,25.15,26.35,8,1590,40143.00,,INE009C01019,13-Nov-17,,
514448,JYOTI RESINS,XT,Q,58.75,64.00,58.75,59.75,59.75,61.80,22,3455,204970.00,,INE577D01013,13-Nov-17,,
514450,MAHA.RUBTECH,XC,Q,54.70,57.90,54.70,54.75,54.75,55.00,10,2382,133497.00,,INE112D01035,13-Nov-17,,
514454,SOUTH.LATEX ,XT,Q,12.65,13.65,12.35,12.35,12.35,13.00,3,122,1538.00,,INE410M01018,13-Nov-17,,
514460,OSWAL YARNS ,XT,Q,4.70,4.70,4.70,4.70,4.70,4.70,1,101,474.00,,INE670H01017,13-Nov-17,,
514470,WIMSOME TEXT,XC,Q,65.15,66.95,65.10,66.20,66.10,66.45,59,25809,1703397.00,,INE837B01031,13-Nov-17,,
514474,FAIRDEAL FIL,XD,Q,43.00,43.50,36.60,37.50,37.50,41.15,80,12298,486448.00,,INE719D01011,13-Nov-17,,
515018,REG.CERAMIC ,T ,Q,5.35,5.35,4.93,5.08,5.08,5.18,21,1607,8121.00,,INE277C01012,13-Nov-17,,
515030,ASAHI IN.GLA,B ,Q,378.10,379.00,375.00,376.15,375.60,374.95,148,5203,1961154.00,,INE439A01020,13-Nov-17,,
515037,MURD.CERAM  ,T ,Q,46.50,46.50,44.00,44.10,44.00,45.45,49,6310,280821.00,,INE692B01014,13-Nov-17,,
515043,SAINT-GOBAIN,XC,Q,63.80,65.90,63.20,64.00,64.00,63.25,836,151147,9750223.00,,INE068B01017,13-Nov-17,,
515055,ANANTRAJ    ,B ,Q,57.40,57.85,56.05,56.25,56.25,57.55,618,112818,6391019.00,,INE242C01024,13-Nov-17,,
515059,MADHUS.IND. ,XT,Q,23.95,23.95,22.65,22.65,22.65,23.80,4,530,12060.00,,INE469C01023,13-Nov-17,,
515085,RESTILE CER.,XD,Q,5.95,6.29,5.94,6.09,6.00,5.83,64,12890,77956.00,,INE298E01022,13-Nov-17,,
515093,MADHAV MARB.,B ,Q,70.50,71.00,66.05,67.20,67.00,71.90,241,22915,1559692.00,,INE925C01016,13-Nov-17,,
515127,RAMMAICA (I),P ,Q,22.50,22.50,22.50,22.50,22.50,22.50,18,6400,144000.00,,INE650D01018,13-Nov-17,,
515145,HIND.NAT.GLS,B ,Q,131.00,131.00,127.00,127.00,127.00,131.45,4,153,19831.00,,INE952A01022,13-Nov-17,,
515147,HALDYN GLASS,XC,Q,45.00,45.90,43.20,43.40,43.40,44.05,183,47889,2122191.00,,INE506D01020,13-Nov-17,,
516003,SARDA PLY.  ,ST,Q,158.00,158.00,155.00,157.45,157.45,151.25,17,1432,222133.00,,INE932D01010,13-Nov-17,,
516007,MANGALAM TIM,B ,Q,38.60,39.90,36.55,36.75,36.75,38.85,354,26569,1006167.00,,INE805B01012,13-Nov-17,,
516016,SHREYANS IND,B ,Q,173.00,173.00,167.00,167.45,167.45,171.70,107,5679,963918.00,,INE231C01019,13-Nov-17,,
516022,STAR PAPER  ,B ,Q,219.00,220.60,209.25,212.30,210.15,218.45,645,32309,6940899.00,,INE733A01018,13-Nov-17,,
516030,YASH PAPERS ,XD,Q,42.25,43.15,42.00,42.25,42.25,43.15,127,36893,1565410.00,,INE551D01018,13-Nov-17,,
516064,ARROWGREEN  ,B ,Q,496.00,505.00,496.00,499.85,500.00,496.50,184,16696,8394540.00,,INE570D01018,13-Nov-17,,
516072,VISHNU CHEM ,B ,Q,372.00,378.10,365.40,367.65,367.70,370.15,645,10169,3778696.00,,INE270I01014,13-Nov-17,,
516078,JUMBO BAG   ,Z ,Q,13.00,14.15,12.85,13.51,13.50,13.50,12,1229,16463.00,,INE699D01015,13-Nov-17,,
516082,N.R.AGARWAL ,B ,Q,295.00,301.00,290.00,293.75,293.50,301.65,487,15610,4607278.00,,INE740D01017,13-Nov-17,,
516086,SH.RAJES.PAP,XT,Q,16.35,16.35,16.35,16.35,16.35,17.20,9,3450,56407.00,,INE617D01017,13-Nov-17,,
516092,PUDMJEE IND ,T ,Q,15.80,15.80,14.56,14.56,14.56,15.32,42,17453,258029.00,,INE105C01023,13-Nov-17,,
516096,SANGAL PAPER,XT,Q,98.95,99.00,94.25,94.55,94.55,97.65,6,281,26763.00,,INE384D01022,13-Nov-17,,
516098,VENTURA TEXL,XT,Q,3.55,3.55,3.55,3.55,3.55,3.72,1,62,220.00,,INE810C01044,13-Nov-17,,
516106,SH.KARTHIK P,XD,Q,19.00,19.85,19.00,19.20,19.00,18.95,52,9347,181690.00,,INE538D01015,13-Nov-17,,
516108,S.I.PAPER   ,XT,Q,129.10,134.00,128.00,131.55,130.00,131.90,62,7905,1041001.00,,INE088G01014,13-Nov-17,,
516110,SCANDENT    ,XT,Q,12.15,12.15,12.15,12.15,12.15,12.75,6,10002,121524.00,,INE146N01016,13-Nov-17,,
517015,VINDHYA TELE,B ,Q,1400.00,1456.80,1400.00,1424.05,1424.05,1392.80,183,3171,4562886.00,,INE707A01012,13-Nov-17,,
517035,RUTTONSHA IN,XD,Q,43.00,45.00,43.00,45.00,45.00,45.00,2,500,22300.00,,INE302D01016,13-Nov-17,,
517041,ADORWELDING ,B ,Q,553.60,566.85,542.75,545.50,549.95,548.10,401,7587,4192563.00,,INE045A01017,13-Nov-17,,
517059,SALZER ELEC ,B ,Q,194.80,197.55,184.50,189.10,189.10,192.65,546,34841,6572347.00,,INE457F01013,13-Nov-17,,
517063,JETINFOTRAN ,XD,Q,59.50,59.50,59.50,59.50,59.50,56.05,1,2,119.00,,INE919C01019,13-Nov-17,,
517080,HIGHGROUND  ,B ,Q,8.77,9.17,8.62,8.79,8.75,8.71,105,23113,204115.00,,INE361M01021,13-Nov-17,,
517096,APLAB LTD.  ,ST,Q,22.20,22.20,22.05,22.05,22.05,23.20,8,759,16800.00,,INE273A01015,13-Nov-17,,
517119,PCS TECH    ,XD,Q,23.00,24.70,21.20,21.95,21.50,21.60,34,2432,52813.00,,INE834B01012,13-Nov-17,,
517140,MOSER BEAR  ,B ,Q,4.18,4.23,4.11,4.13,4.13,4.20,77,65534,272871.00,,INE739A01015,13-Nov-17,,
517146,USHA MART.LT,B ,Q,24.05,25.60,24.05,25.40,25.40,24.35,476,215037,5354239.00,,INE228A01035,13-Nov-17,,
517164,ZENITH COMP.,B ,Q,1.44,1.44,1.32,1.44,1.44,1.38,4,358,492.00,,INE598B01013,13-Nov-17,,
517166,SPEL SEMICON,XD,Q,11.29,11.29,10.57,10.60,10.60,11.02,30,9535,103479.00,,INE252A01019,13-Nov-17,,
517168,SUBROS LTD. ,B ,Q,246.65,250.75,244.60,246.55,246.35,244.75,268,5960,1473610.00,,INE287B01021,13-Nov-17,,
517174,HONEYWELL   ,B ,Q,15549.00,15595.90,15441.50,15535.65,15545.00,15408.00,32,49,761299.00,,INE671A01010,13-Nov-17,,
517201,SWITCH.TECH.,XT,Q,76.30,76.30,76.30,76.30,76.30,76.30,2,125,9537.00,,INE311D01017,13-Nov-17,,
517206,LUMAX IND   ,B ,Q,2014.80,2021.40,1958.75,1973.45,1973.45,1989.25,284,1770,3517067.00,,INE162B01018,13-Nov-17,,
517214,SPICEMOBI   ,B ,Q,21.00,21.00,19.45,20.10,19.60,20.00,21,5563,113181.00,,INE927C01020,13-Nov-17,,
517224,SUJANA INDUS,B ,Q,1.05,1.08,0.98,1.00,1.00,1.06,112,276674,279554.00,,INE216G01011,13-Nov-17,,
517230,PREM.AU.ELEC,T ,Q,8.93,8.93,8.93,8.93,8.93,9.40,3,400,3572.00,,INE766A01018,13-Nov-17,,
517238,DYNAVISION  ,P ,Q,65.00,65.00,64.15,64.15,64.15,67.50,5,500,32160.00,,INE083E01010,13-Nov-17,,
517246,BCC FUBA    ,XT,Q,14.25,14.25,14.25,14.25,14.25,15.00,3,323,4602.00,,INE788D01016,13-Nov-17,,
517258,PRECISION EL,ST,Q,43.60,43.95,43.60,43.95,43.95,41.90,4,1220,53582.00,,INE143C01024,13-Nov-17,,
517264,FINELINE CI ,XD,Q,10.40,10.40,10.40,10.40,10.40,9.92,1,100,1040.00,,INE087E01011,13-Nov-17,,
517271,HBL P SYS   ,B ,Q,62.30,63.30,61.25,61.65,61.65,61.50,977,154239,9567072.00,,INE292B01021,13-Nov-17,,
517300,GUJ.IND.POW.,B ,Q,128.70,130.00,127.10,128.35,127.10,128.45,104,6836,878923.00,,INE162A01010,13-Nov-17,,
517330,CMI LTD.    ,B ,Q,205.00,205.00,197.20,198.55,199.00,198.55,48,1478,295531.00,,INE981B01011,13-Nov-17,,
517334,MOTHERSON SS,A ,Q,355.00,359.40,349.75,353.05,353.75,355.30,1458,116223,41217569.00,,INE775A01035,13-Nov-17,,
517344,MINDTECK (I),B ,Q,77.05,77.50,74.00,74.50,74.50,75.65,164,6978,525455.00,,INE110B01017,13-Nov-17,,
517354,HAVELLSINDIA,A ,Q,503.15,518.85,503.15,509.25,509.25,501.55,1526,97272,49819515.00,,INE176B01034,13-Nov-17,,
517356,ACI INFOCOM ,XD,Q,6.65,7.05,6.54,7.04,6.54,6.88,5,235,1640.00,,INE167B01025,13-Nov-17,,
517370,INCAP LTD.  ,XT,Q,69.00,69.00,63.65,63.65,63.65,67.00,29,3129,204940.00,,INE437C01012,13-Nov-17,,
517372,GUJ.INTRUX  ,XD,Q,103.10,105.00,99.55,101.10,101.10,104.75,99,8120,821217.00,,INE877E01015,13-Nov-17,,
517380,IGARSHI MOT ,B ,Q,882.00,882.00,862.10,865.50,862.10,890.30,52,632,549076.00,,INE188B01013,13-Nov-17,,
517385,SYMPHONY    ,A ,Q,1591.45,1610.00,1540.00,1574.25,1610.00,1586.05,273,1447,2284386.00,,INE225D01027,13-Nov-17,,
517415,LEE&NEE SOFT,XD,Q,3.62,3.84,3.49,3.70,3.56,3.62,31,18378,67464.00,,INE791B01014,13-Nov-17,,
517417,PATEL AIRTEM,XD,Q,176.45,180.45,175.00,175.15,175.15,176.45,51,5245,919722.00,,INE082C01024,13-Nov-17,,
517421,BFLYGANDHI  ,B ,Q,347.50,353.65,332.50,334.90,336.00,345.55,646,26667,9136600.00,,INE295F01017,13-Nov-17,,
517429,ATHENAGLO   ,XT,Q,25.30,25.30,25.30,25.30,25.30,26.60,5,5,126.00,,INE576B01019,13-Nov-17,,
517437,DUTRON POLY.,XT,Q,135.00,135.00,128.70,134.95,134.95,135.45,6,108,13943.00,,INE940C01015,13-Nov-17,,
517447,R.S.SOFTWARE,B ,Q,73.00,75.95,71.00,72.90,72.90,73.05,704,41998,3095716.00,,INE165B01029,13-Nov-17,,
517449,MAGNA ELECTR,XD,Q,205.00,206.00,200.00,203.00,200.10,197.85,126,10152,2060002.00,,INE437D01010,13-Nov-17,,
517467,MARSONS     ,XD,Q,6.10,6.19,6.00,6.10,6.10,6.03,43,26404,159736.00,,INE415B01036,13-Nov-17,,
517477,ELNET TECH. ,XD,Q,148.00,148.00,142.00,142.45,142.45,148.15,48,2592,369793.00,,INE033C01019,13-Nov-17,,
517481,APTL        ,XD,Q,7.00,7.11,7.00,7.11,7.11,6.98,21,11412,81084.00,,INE421N01021,13-Nov-17,,
517494,ACCEL TRANS ,XT,Q,3.87,3.87,3.87,3.87,3.87,3.87,1,40,154.00,,INE258C01020,13-Nov-17,,
517498,WEBELSOLAR  ,B ,Q,112.00,113.50,110.10,110.65,110.65,110.35,520,39963,4485157.00,,INE855C01015,13-Nov-17,,
517500,ROTO PUMPS  ,XC,Q,105.65,106.00,101.10,103.85,102.10,103.15,207,22450,2339187.00,,INE535D01029,13-Nov-17,,
517506,TTK PRESTIGE,A ,Q,6639.95,6639.95,6515.00,6560.70,6599.95,6566.30,48,82,538655.00,,INE690A01010,13-Nov-17,,
517514,DHINDIA     ,XD,Q,33.60,33.60,32.00,32.50,32.50,33.45,50,17768,581154.00,,INE589D01018,13-Nov-17,,
517518,LEEL        ,B ,Q,306.00,308.60,297.50,298.80,298.80,305.25,534,23113,7017453.00,,INE245C01019,13-Nov-17,,
517522,RAJ GLO WIR ,XC,Q,635.20,650.00,622.80,627.85,627.85,616.60,374,13191,8334595.00,,INE451D01011,13-Nov-17,,
517530,SURANATP    ,B ,Q,6.50,6.56,6.28,6.30,6.30,6.71,30,5639,36264.00,,INE130B01031,13-Nov-17,,
517536,ONWARD TECHN,B ,Q,130.35,132.90,127.05,127.55,128.00,130.25,349,20509,2658867.00,,INE229A01017,13-Nov-17,,
517544,CENTUM ELEC ,B ,Q,637.40,647.95,637.40,640.00,640.00,644.65,27,2225,1426081.00,,INE320B01020,13-Nov-17,,
517546,ALFA TRANSFO,XT,Q,31.00,31.00,28.50,28.50,28.50,29.85,5,270,7995.00,,INE209C01015,13-Nov-17,,
517548,STARLITE COM,XD,Q,47.05,48.50,47.05,48.30,48.50,47.05,291,122622,5888806.00,,INE035C01022,13-Nov-17,,
517554,NHCFOODS    ,XD,Q,14.05,14.80,14.05,14.17,14.17,14.02,68,29046,419536.00,,INE141C01028,13-Nov-17,,
517556,PVP VENT LTD,B ,Q,5.90,5.90,5.40,5.45,5.55,5.70,128,41532,233568.00,,INE362A01016,13-Nov-17,,
517562,TRIGYN TECH ,B ,Q,100.00,102.05,97.00,99.05,98.30,100.05,208,12388,1242960.00,,INE948A01012,13-Nov-17,,
517569,KEI INDUST. ,B ,Q,345.00,345.00,326.70,328.45,329.40,341.45,961,52740,17651344.00,,INE878B01027,13-Nov-17,,
517571,IMPPOWERS   ,B ,Q,98.55,98.55,98.55,98.55,98.55,82.15,174,61611,6071764.00,,INE065B01013,13-Nov-17,,
518011,KEERTHI     ,XT,Q,181.10,187.95,181.00,181.55,181.50,187.95,13,785,142337.00,,INE145L01012,13-Nov-17,,
518029,GUJ.SIDH.CEM,T ,Q,34.10,34.10,33.00,33.10,33.10,34.65,126,20914,700315.00,,INE542A01039,13-Nov-17,,
518091,ANJANI PORTL,B ,Q,241.20,244.95,239.80,240.70,239.80,242.45,45,1668,404868.00,,INE071F01012,13-Nov-17,,
519003,MODINATURAL ,XC,Q,135.45,145.00,127.05,139.60,145.00,137.90,26,5123,689969.00,,INE537F01012,13-Nov-17,,
519031,SHAH FOOD(P),XD,Q,103.50,103.50,88.00,88.00,88.00,90.00,21,1385,127803.00,,INE455D01012,13-Nov-17,,
519091,TASTY BITE  ,B ,Q,5599.00,6502.20,5362.00,6502.20,6502.20,5418.50,1943,10999,67316648.00,,INE488B01017,13-Nov-17,,
519105,AVT NATURAL ,B ,Q,41.75,42.35,41.20,41.55,41.80,40.80,218,24749,1033594.00,,INE488D01021,13-Nov-17,,
519126,HIND.FOODS  ,ST,Q,335.00,355.95,335.00,340.00,340.00,339.00,21,867,295108.00,,INE254N01018,13-Nov-17,,
519136,NAHAR INDUST,B ,Q,104.65,105.60,104.00,104.20,104.30,103.35,10,421,44089.00,,INE289A01011,13-Nov-17,,
519152,VADILAL ENT ,XT,Q,610.00,620.00,610.00,620.00,620.00,620.00,4,70,43200.00,,INE693D01018,13-Nov-17,,
519156,VADILAL IND ,B ,Q,985.00,1015.00,962.00,992.85,992.85,980.65,1414,13132,13086086.00,,INE694D01016,13-Nov-17,,
519183,ADF FOODS LT,B ,Q,234.10,250.00,230.30,240.60,242.20,232.00,1755,68632,16563870.00,,INE982B01019,13-Nov-17,,
519214,WILLIAM.FIN.,XT,Q,30.65,30.65,30.50,30.50,30.50,29.20,5,2000,61150.00,,INE188E01017,13-Nov-17,,
519216,AJANTA SOYA ,XD,Q,50.00,50.00,47.10,47.90,48.60,50.10,37,7723,371670.00,,INE601B01015,13-Nov-17,,
